elapsed_time,event_name,name,level,page,room_coor_x,room_coor_y,screen_coor_x,screen_coor_y,hover_duration,text,fqid,room_fqid,text_fqid,fullscreen,hq,music,level_group,session_level
502055,person_click,basic,7,,-144.34850090565882,-58.00000000000001,264.0,388.0,,Run along to the university.,archivist,tunic.historicalsociety.frontdesk,tunic.historicalsociety.frontdesk.archivist.have_glass_recap,0,0,1,5-12,1
503439,person_click,basic,7,,-144.34850090565882,-58.00000000000001,264.0,388.0,,You can talk to a textile expert there.,archivist,tunic.historicalsociety.frontdesk,tunic.historicalsociety.frontdesk.archivist.have_glass_recap,0,0,1,5-12,1
504555,navigate_click,undefined,7,,-144.34850090565882,-58.00000000000001,264.0,388.0,,,archivist,tunic.historicalsociety.frontdesk,,0,0,1,5-12,1
505922,person_click,basic,7,,-144.34850090565882,-58.00000000000001,264.0,388.0,,You're still here? I'm trying to work!,archivist,tunic.historicalsociety.frontdesk,tunic.historicalsociety.frontdesk.archivist.have_glass_recap,0,0,1,5-12,1
506906,person_click,basic,7,,-129.34850090565882,-79.00000000000003,279.0,409.0,,Run along to the university.,archivist,tunic.historicalsociety.frontdesk,tunic.historicalsociety.frontdesk.archivist.have_glass_recap,0,0,1,5-12,1
508838,person_click,basic,7,,-97.34850090565882,-4.000000000000027,311.0,334.0,,You can talk to a textile expert there.,archivist,tunic.historicalsociety.frontdesk,tunic.historicalsociety.frontdesk.archivist.have_glass_recap,0,0,1,5-12,1
509539,navigate_click,undefined,7,,-97.34850090565882,-4.000000000000027,311.0,334.0,,,archivist,tunic.historicalsociety.frontdesk,,0,0,1,5-12,1
510238,person_click,basic,7,,-97.34850090565882,-4.000000000000027,311.0,334.0,,You're still here? I'm trying to work!,archivist,tunic.historicalsociety.frontdesk,tunic.historicalsociety.frontdesk.archivist.have_glass_recap,0,0,1,5-12,1
511655,person_click,basic,7,,-97.34850090565882,-4.000000000000027,311.0,334.0,,Run along to the university.,archivist,tunic.historicalsociety.frontdesk,tunic.historicalsociety.frontdesk.archivist.have_glass_recap,0,0,1,5-12,1
513642,person_click,basic,7,,-30.34850090565881,-165.99999999999997,378.0,496.0,,You can talk to a textile expert there.,archivist,tunic.historicalsociety.frontdesk,tunic.historicalsociety.frontdesk.archivist.have_glass_recap,0,0,1,5-12,1
514272,navigate_click,undefined,7,,-45.34850090565885,-267.0,363.0,597.0,,,tostacks,tunic.historicalsociety.frontdesk,,0,0,1,5-12,1
516457,navigate_click,undefined,7,,7.481965660374918,-308.2444197415548,428.0,640.0,,,toentry,tunic.historicalsociety.stacks,,0,0,1,5-12,1
520322,navigate_click,undefined,7,,879.8184057873253,141.25452147717442,874.0,238.0,,,tomap,tunic.historicalsociety.entry,,0,0,1,5-12,1
521905,navigate_click,undefined,7,,998.2649828350924,85.1650812192095,820.0,277.0,,,tomap,tunic.historicalsociety.entry,,0,0,1,5-12,1
522822,map_hover,basic,7,,,,,,34.0,,tunic.humanecology,tunic.historicalsociety.entry,,0,0,1,5-12,1
523482,map_hover,basic,7,,,,,,250.0,,tunic.kohlcenter,tunic.historicalsociety.entry,,0,0,1,5-12,1
523905,map_click,undefined,7,,392.1520164891854,-248.1471061615217,401.0,482.0,,,tunic.humanecology,tunic.historicalsociety.entry,,0,0,1,5-12,1
526673,navigate_click,undefined,7,,113.8505361724333,-158.0,311.0,488.0,,,,tunic.humanecology.frontdesk,,0,0,1,5-12,1
527589,navigate_click,undefined,7,,-53.747568622390325,-175.0,227.0,505.0,,,,tunic.humanecology.frontdesk,,0,0,1,5-12,1
528739,navigate_click,undefined,7,,-282.1168593728453,-130.00000000000003,160.0,460.0,,,worker,tunic.humanecology.frontdesk,,0,0,1,5-12,1
529888,person_click,basic,7,,-140.24458289914048,-148.0,323.0,478.0,,Hello there!,worker,tunic.humanecology.frontdesk,tunic.humanecology.frontdesk.worker.intro,0,0,1,5-12,1
530873,person_click,basic,7,,-142.6610793026399,-148.0,323.0,478.0,,Wow! What is all this stuff?,worker,tunic.humanecology.frontdesk,tunic.humanecology.frontdesk.worker.intro,0,0,1,5-12,1
532554,person_click,basic,7,,-143.11914625057068,-148.0,323.0,478.0,,It's our Norwegian Craft exhibit!,worker,tunic.humanecology.frontdesk,tunic.humanecology.frontdesk.worker.intro,0,0,1,5-12,1
533421,person_click,basic,7,,-143.1367519430691,-148.0,323.0,478.0,,Can I give you the tour?,worker,tunic.humanecology.frontdesk,tunic.humanecology.frontdesk.worker.intro,0,0,1,5-12,1
534206,person_click,basic,7,,-143.1402108398359,-148.0,323.0,478.0,,"Sorry, I'm in a hurry.",worker,tunic.humanecology.frontdesk,tunic.humanecology.frontdesk.worker.intro,0,0,1,5-12,1
535571,person_click,basic,7,,-143.1412073828439,-148.0,323.0,478.0,,Do you know what this slip is?,worker,tunic.humanecology.frontdesk,tunic.humanecology.frontdesk.worker.intro,0,0,1,5-12,1
536706,person_click,basic,7,,-143.14128546700104,-148.0,323.0,478.0,,Looks like a dry cleaning receipt.,worker,tunic.humanecology.frontdesk,tunic.humanecology.frontdesk.worker.intro,0,0,1,5-12,1
537571,person_click,basic,7,,-143.14129441683428,-148.0,323.0,478.0,,"Ooh, thanks!",worker,tunic.humanecology.frontdesk,tunic.humanecology.frontdesk.worker.intro,0,0,1,5-12,1
539482,person_click,basic,7,,-143.14129659119897,-148.0,323.0,478.0,,Now I just need to find all the cleaners from wayyyy back in 1916.,worker,tunic.humanecology.frontdesk,tunic.humanecology.frontdesk.worker.intro,0,0,1,5-12,1
539839,person_click,basic,7,,-143.14129669047296,-148.0,323.0,478.0,,Yikes... this could take a while.,worker,tunic.humanecology.frontdesk,tunic.humanecology.frontdesk.worker.intro,0,0,1,5-12,1
540671,person_click,basic,7,,-143.14129671916766,-148.0,323.0,478.0,,Maybe I can help!,worker,tunic.humanecology.frontdesk,tunic.humanecology.frontdesk.worker.intro,0,0,1,5-12,1
541705,person_click,basic,7,,-143.14129672595922,-148.0,323.0,478.0,,I've got a stack of business cards from my favorite cleaners.,worker,tunic.humanecology.frontdesk,tunic.humanecology.frontdesk.worker.intro,0,0,1,5-12,1
542456,person_click,basic,7,,-143.1412967268626,-148.0,323.0,478.0,,Why don't you take a look?,worker,tunic.humanecology.frontdesk,tunic.humanecology.frontdesk.worker.intro,0,0,1,5-12,1
544388,navigate_click,undefined,7,,171.85870327283894,-41.00000000000001,638.0,371.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
550839,object_click,basic,7,,408.2384152770224,-14.999999999999984,766.0,345.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
552838,object_click,basic,7,,408.2397294496986,-14.999999999999984,766.0,345.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
554922,object_hover,undefined,7,,,,,,6617.0,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
556804,object_click,basic,7,,171.23976430989856,-16.00000000000003,529.0,346.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
557688,object_click,basic,7,,174.23976432975633,-48.00000000000002,532.0,378.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
558989,object_click,basic,7,,398.239764334232,-4.000000000000027,756.0,334.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
561404,object_click,basic,7,,399.2397643346849,-7.000000000000008,757.0,337.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
562771,object_click,basic,7,,399.23976433469,-7.000000000000008,757.0,337.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
563688,object_hover,undefined,7,,,,,,5082.0,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
564472,object_click,basic,7,,164.23976433469025,14.000000000000016,522.0,316.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
566237,object_click,basic,7,,79.23976433469028,-298.0,437.0,628.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
566855,object_hover,undefined,7,,,,,,16.0,,businesscards.card_bingo.bingo,tunic.humanecology.frontdesk,,0,0,1,5-12,1
567642,object_click,basic,7,,109.23976433469022,-19.00000000000001,467.0,349.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
567971,object_click,basic,7,,236.2397643346904,-24.00000000000001,594.0,354.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
568482,object_click,basic,7,,236.2397643346904,-24.00000000000001,594.0,354.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
569982,object_click,basic,7,,413.23976433469016,-9.999999999999991,771.0,340.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
570654,object_click,basic,7,,413.23976433469016,-9.999999999999991,771.0,340.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
571837,object_click,basic,7,,413.23976433469016,-9.999999999999991,771.0,340.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
572504,object_click,basic,7,,413.23976433469016,-9.999999999999991,771.0,340.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
572821,object_click,basic,7,,413.23976433469016,-9.999999999999991,771.0,340.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
572988,object_click,basic,7,,413.23976433469016,-9.999999999999991,771.0,340.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
573802,object_click,basic,7,,413.23976433469016,-9.999999999999991,771.0,340.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
573320,object_click,basic,7,,413.23976433469016,-9.999999999999991,771.0,340.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
573555,object_click,basic,7,,413.23976433469016,-9.999999999999991,771.0,340.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
573755,object_click,basic,7,,413.23976433469016,-9.999999999999991,771.0,340.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
573887,object_click,basic,7,,413.23976433469016,-9.999999999999991,771.0,340.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
574404,object_click,basic,7,,413.23976433469016,-9.999999999999991,771.0,340.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
574637,object_click,basic,7,,413.23976433469016,-9.999999999999991,771.0,340.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
575238,object_click,basic,7,,413.23976433469016,-9.999999999999991,771.0,340.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
575838,object_click,basic,7,,413.23976433469016,-9.999999999999991,771.0,340.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
576489,object_hover,undefined,7,,,,,,7918.0,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
576923,object_hover,undefined,7,,,,,,17.0,,businesscards.card_bingo.bingo,tunic.humanecology.frontdesk,,0,0,1,5-12,1
577321,object_click,basic,7,,347.2397643346904,-270.0,705.0,600.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
578005,object_hover,undefined,7,,,,,,15.0,,businesscards.card_bingo.bingo,tunic.humanecology.frontdesk,,0,0,1,5-12,1
578205,object_click,basic,7,,107.2397643346903,-4.999999999999996,465.0,335.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
578771,object_click,basic,7,,106.23976433469022,31.00000000000001,464.0,299.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
579021,object_hover,undefined,7,,,,,,50.0,,businesscards.card_bingo.bingo,tunic.humanecology.frontdesk,,0,0,1,5-12,1
585921,object_click,basic,7,,113.2397643346903,7.000000000000008,471.0,323.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
586054,object_click,basic,7,,113.2397643346903,7.000000000000008,471.0,323.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
586205,object_click,basic,7,,113.2397643346903,7.000000000000008,471.0,323.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
586354,object_click,basic,7,,113.2397643346903,7.000000000000008,471.0,323.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
586938,object_click,basic,7,,102.23976433469026,93.0,460.0,237.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
587472,object_click,basic,7,,102.23976433469026,93.0,460.0,237.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
588005,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
588802,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
588304,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
588437,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
588587,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
588720,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
588872,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
589302,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
589272,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
589471,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
589620,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
589771,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
589954,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
590582,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
590237,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
590387,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
590537,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
590687,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
590854,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
591455,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
592021,object_click,basic,7,,385.2397643346904,-0.9999999999999698,743.0,331.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
592637,object_hover,undefined,7,,,,,,5016.0,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
593071,object_click,basic,7,,188.2397643346904,14.000000000000016,546.0,316.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
594221,object_click,basic,7,,382.2397643346904,-9.999999999999991,740.0,340.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
594520,object_hover,undefined,7,,,,,,666.0,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
594804,object_click,basic,7,,142.23976433469034,88.00000000000001,500.0,242.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
595720,object_click,basic,7,,404.2397643346904,2.9999999999999827,762.0,327.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
596188,object_hover,undefined,7,,,,,,767.0,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
596487,object_click,basic,7,,122.23976433469022,100.0,480.0,230.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
598802,object_click,basic,7,,384.23976433469016,10.999999999999998,742.0,319.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
598688,object_hover,undefined,7,,,,,,834.0,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
599302,object_click,basic,7,,-168.76023566530972,269.0,189.0,61.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
600504,object_click,basic,7,,308.23976433469034,-126.99999999999996,666.0,457.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
601771,object_hover,undefined,7,,,,,,16.0,,businesscards.card_bingo.bingo,tunic.humanecology.frontdesk,,0,0,1,5-12,1
602903,object_click,basic,7,,355.23976433469016,226.0,713.0,104.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
608354,object_hover,undefined,7,,,,,,99.0,,businesscards.card_bingo.bingo,tunic.humanecology.frontdesk,,0,0,1,5-12,1
612687,object_click,basic,7,,373.2397643346904,250.0,731.0,80.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
613337,object_click,basic,7,,155.23976433469034,150.0,513.0,180.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
613736,object_click,basic,7,,154.23976433469025,150.0,512.0,180.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
614253,object_click,basic,7,,411.2397643346904,165.0,769.0,165.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
628772,object_click,basic,7,,39.23976433469026,-14.999999999999984,397.0,345.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
628956,object_click,basic,7,,39.23976433469026,-14.999999999999984,397.0,345.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
629922,object_click,basic,7,,69.23976433469028,71.00000000000001,427.0,259.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
631788,object_hover,undefined,7,,,,,,16.0,,businesscards.card_bingo.bingo,tunic.humanecology.frontdesk,,0,0,1,5-12,1
635589,object_click,basic,7,,400.2397643346904,-2.9999999999999827,758.0,333.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
635789,object_click,basic,7,,400.2397643346904,-2.9999999999999827,758.0,333.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
635939,object_click,basic,7,,400.2397643346904,-2.9999999999999827,758.0,333.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
636312,object_click,basic,7,,400.2397643346904,-2.9999999999999827,758.0,333.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
636256,object_click,basic,7,,400.2397643346904,-2.9999999999999827,758.0,333.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
636422,object_click,basic,7,,400.2397643346904,-2.9999999999999827,758.0,333.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
636572,object_click,basic,7,,400.2397643346904,-2.9999999999999827,758.0,333.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
636722,object_click,basic,7,,400.2397643346904,-2.9999999999999827,758.0,333.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
636871,object_click,basic,7,,400.2397643346904,-2.9999999999999827,758.0,333.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
637072,object_click,basic,7,,400.2397643346904,-2.9999999999999827,758.0,333.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
637238,object_click,basic,7,,400.2397643346904,-2.9999999999999827,758.0,333.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
637406,object_click,basic,7,,400.2397643346904,-2.9999999999999827,758.0,333.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
637572,object_click,basic,7,,400.2397643346904,-2.9999999999999827,758.0,333.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
637742,object_click,basic,7,,400.2397643346904,-2.9999999999999827,758.0,333.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
637908,object_click,basic,7,,400.2397643346904,-2.9999999999999827,758.0,333.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
638575,object_hover,undefined,7,,,,,,3885.0,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
638941,object_click,basic,7,,69.23976433469028,28.0,427.0,302.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
639308,object_click,basic,7,,34.239764334690264,100.0,392.0,230.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
715449,object_hover,undefined,7,,,,,,33.0,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
778305,object_click,basic,7,,-265.76023566530966,261.0,92.0,69.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
779005,object_click,basic,7,,50.23976433469026,3.999999999999989,408.0,326.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
779821,object_click,basic,7,,-147.76023566530972,199.0,210.0,131.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
780322,object_click,basic,7,,305.23976433469034,40.0,663.0,290.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
780822,object_hover,undefined,7,,,,,,67.0,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
781438,object_click,basic,7,,423.23976433469016,-9.000000000000021,781.0,339.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
781788,object_click,basic,7,,423.23976433469016,-9.000000000000021,781.0,339.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
782204,object_click,basic,7,,423.23976433469016,-9.000000000000021,781.0,339.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
782672,object_click,basic,7,,423.23976433469016,-9.000000000000021,781.0,339.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
783221,object_hover,undefined,7,,,,,,2082.0,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
783389,object_click,basic,7,,150.23976433469028,0.0,508.0,330.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
788058,object_click,basic,7,,-9.760235665309722,75.0,348.0,255.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
791576,object_click,basic,7,,-269.76023566530966,182.0,88.0,148.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
792875,object_click,basic,7,,-228.7602356653097,268.0,129.0,62.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
793591,object_click,basic,7,,-84.76023566530972,103.0,273.0,227.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
795292,object_click,basic,7,,388.2397643346904,14.999999999999984,746.0,315.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
795742,object_click,basic,7,,388.2397643346904,14.999999999999984,746.0,315.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
796426,object_hover,undefined,7,,,,,,1451.0,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
796543,object_click,basic,7,,278.23976433469034,30.00000000000001,636.0,300.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
798741,object_click,basic,7,,225.23976433469025,-230.00000000000003,583.0,560.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
804525,object_click,basic,7,,258.23976433469016,79.0,616.0,251.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
804692,object_click,basic,7,,258.23976433469016,79.0,616.0,251.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
805842,object_click,basic,7,,385.2397643346904,190.0,743.0,140.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
805274,object_click,basic,7,,385.2397643346904,190.0,743.0,140.0,,,businesscards,tunic.humanecology.frontdesk,,0,0,1,5-12,1
850073,object_click,basic,7,,408.2397643346904,7.000000000000008,766.0,323.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
850256,object_click,basic,7,,408.2397643346904,7.000000000000008,766.0,323.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
850406,object_click,basic,7,,408.2397643346904,7.000000000000008,766.0,323.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
850573,object_click,basic,7,,408.2397643346904,7.000000000000008,766.0,323.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
850889,object_click,basic,7,,408.2397643346904,7.000000000000008,766.0,323.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
851056,object_click,basic,7,,408.2397643346904,7.000000000000008,766.0,323.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
851206,object_click,basic,7,,408.2397643346904,7.000000000000008,766.0,323.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
851340,object_click,basic,7,,408.2397643346904,7.000000000000008,766.0,323.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
851757,object_click,basic,7,,408.2397643346904,7.000000000000008,766.0,323.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
851906,object_click,basic,7,,408.2397643346904,7.000000000000008,766.0,323.0,,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
852882,object_click,basic,7,,408.2397643346904,7.000000000000008,766.0,323.0,,,businesscards.card_0.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
852323,object_click,basic,7,,408.2397643346904,7.000000000000008,766.0,323.0,,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
852574,object_hover,undefined,7,,,,,,3151.0,,businesscards.card_bingo.next,tunic.humanecology.frontdesk,,0,0,1,5-12,1
